file_offset,va,pointer_matches,text
0x58056e,0x98116e,,"TEnumerator<System.Generics.Collections.TPair<System.Generics.Collections.TList<System.Bindings.Outputs.TConvertPair>,System.Bindings.Outputs.TConverterDescription>>"
0x5806eb,0x9812eb,,"TEnumerable<System.Generics.Collections.TPair<System.Generics.Collections.TList<System.Bindings.Outputs.TConvertPair>,System.Bindings.Outputs.TConverterDescription>>'"
0x58081e,0x98141e,,"TEnumerable<System.Generics.Collections.TPair<System.Generics.Collections.TList<System.Bindings.Outputs.TConvertPair>,System.Bindings.Outputs.TConverterDescription>>"
0x58099c,0x98159c,,"TDictionary<System.string,System.Generics.Collections.TPair<System.Generics.Collections.TList<System.Bindings.Outputs.TConvertPair>,System.Bindings.Outputs.TConverterDescription>>.TValueEnumerator;"
0x580aca,0x9816ca,,"TDictionary<System.string,System.Generics.Collections.TPair<System.Generics.Collections.TList<System.Bindings.Outputs.TConvertPair>,System.Bindings.Outputs.TConverterDescription>>.TValueEnumeratorL"
0x580c90,0x981890,,"TDictionary<System.string,System.Generics.Collections.TPair<System.Generics.Collections.TList<System.Bindings.Outputs.TConvertPair>,System.Bindings.Outputs.TConverterDescription>>.TValueCollection;"
0x580df6,0x9819f6,,"TDictionary<System.string,System.Generics.Collections.TPair<System.Generics.Collections.TList<System.Bindings.Outputs.TConvertPair>,System.Bindings.Outputs.TConverterDescription>>.TValueCollection@"
0x580fb8,0x981bb8,,"TDictionary<System.string,System.Generics.Collections.TPair<System.Generics.Collections.TList<System.Bindings.Outputs.TConvertPair>,System.Bindings.Outputs.TConverterDescription>>.TPairEnumerator;"
0x5810e6,0x981ce6,,"TDictionary<System.string,System.Generics.Collections.TPair<System.Generics.Collections.TList<System.Bindings.Outputs.TConvertPair>,System.Bindings.Outputs.TConverterDescription>>.TPairEnumeratorh"
0x581405,0x982005,,"TDictionary<System.string,System.Generics.Collections.TPair<System.Generics.Collections.TList<System.Bindings.Outputs.TConvertPair>,System.Bindings.Outputs.TConverterDescription>>&"
0x5819fa,0x9825fa,,"TDictionary<System.string,System.Generics.Collections.TPair<System.Generics.Collections.TList<System.Bindings.Outputs.TConvertPair>,System.Bindings.Outputs.TConverterDescription>>X"
0x581f5d,0x982b5d,,*TFunc<System.Bindings.EvalProtocol.IValue>
0x581fb9,0x982bb9,,;TArray<System.Bindings.Outputs.TBindingOutput.TLocationRec>
0x582082,0x982c82,0x982c34,@TEnumerator<System.Bindings.Outputs.TBindingOutput.TLocationRec>(
0x5820f1,0x982cf1,,"@TEnumerator<System.Bindings.Outputs.TBindingOutput.TLocationRec>l,"
0x58220a,0x982e0a,0x982dac,@TEnumerable<System.Bindings.Outputs.TBindingOutput.TLocationRec>'
0x5822d9,0x982ed9,,@TEnumerable<System.Bindings.Outputs.TBindingOutput.TLocationRec>
0x58234d,0x982f4d,,CTList<System.Bindings.Outputs.TBindingOutput.TLocationRec>.arrayofT
0x5823c9,0x982fc9,,>IComparer<System.Bindings.Outputs.TBindingOutput.TLocationRec>
0x582441,0x983041,,KTCollectionNotifyEvent<System.Bindings.Outputs.TBindingOutput.TLocationRec>
0x582529,0x983129,,DTList<System.Bindings.Outputs.TBindingOutput.TLocationRec>.ParrayofTH/
0x582579,0x983179,,@IEnumerable<System.Bindings.Outputs.TBindingOutput.TLocationRec>
0x5825e1,0x9831e1,,ETList<System.Bindings.Outputs.TBindingOutput.TLocationRec>.TEmptyFunc
0x582701,0x983301,0x983280,FTList<System.Bindings.Outputs.TBindingOutput.TLocationRec>.TEnumerator5
0x5827ad,0x9833ad,,FTList<System.Bindings.Outputs.TBindingOutput.TLocationRec>.TEnumerator
0x582b05,0x983705,0x98346c,:TList<System.Bindings.Outputs.TBindingOutput.TLocationRec>&
0x5836d5,0x9842d5,,:TList<System.Bindings.Outputs.TBindingOutput.TLocationRec>
0x58386d,0x98446d,,"mTPair<System.Bindings.EvalProtocol.ILocation,System.Generics.Collections.TPair<System.TObject,System.string>>"
0x583962,0x984562,,"TArray<System.Generics.Collections.TPair<System.Bindings.EvalProtocol.ILocation,System.Generics.Collections.TPair<System.TObject,System.string>>>"
0x583a7f,0x98467f,,"TEnumerator<System.Generics.Collections.TPair<System.Bindings.EvalProtocol.ILocation,System.Generics.Collections.TPair<System.TObject,System.string>>>("
0x583b46,0x984746,,"TEnumerator<System.Generics.Collections.TPair<System.Bindings.EvalProtocol.ILocation,System.Generics.Collections.TPair<System.TObject,System.string>>>hF"
0x583cb3,0x9848b3,,"TEnumerable<System.Generics.Collections.TPair<System.Bindings.EvalProtocol.ILocation,System.Generics.Collections.TPair<System.TObject,System.string>>>'"
0x583dd6,0x9849d6,,"TEnumerable<System.Generics.Collections.TPair<System.Bindings.EvalProtocol.ILocation,System.Generics.Collections.TPair<System.TObject,System.string>>>"
0x583ea1,0x984aa1,,"yTDictionary<System.Bindings.EvalProtocol.ILocation,System.Generics.Collections.TPair<System.TObject,System.string>>.TItem"
0x583f75,0x984b75,,"~TDictionary<System.Bindings.EvalProtocol.ILocation,System.Generics.Collections.TPair<System.TObject,System.string>>.TItemArray"
0x58402d,0x984c2d,,9IEqualityComparer<System.Bindings.EvalProtocol.ILocation>
0x5840a1,0x984ca1,,>TCollectionNotifyEvent<System.Bindings.EvalProtocol.ILocation>
0x584265,0x984e65,,.TArray<System.Bindings.EvalProtocol.ILocation>
0x584322,0x984f22,0x984ed4,3TEnumerator<System.Bindings.EvalProtocol.ILocation>(
0x584385,0x984f85,,3TEnumerator<System.Bindings.EvalProtocol.ILocation>
0x58448e,0x98508e,0x985030,3TEnumerable<System.Bindings.EvalProtocol.ILocation>'
0x58454d,0x98514d,,3TEnumerable<System.Bindings.EvalProtocol.ILocation>hP
0x584658,0x985258,,"TDictionary<System.Bindings.EvalProtocol.ILocation,System.Generics.Collections.TPair<System.TObject,System.string>>.TKeyEnumerator;"
0x584746,0x985346,,"TDictionary<System.Bindings.EvalProtocol.ILocation,System.Generics.Collections.TPair<System.TObject,System.string>>.TKeyEnumerator"
0x5848c8,0x9854c8,,"TDictionary<System.Bindings.EvalProtocol.ILocation,System.Generics.Collections.TPair<System.TObject,System.string>>.TKeyCollection;"
0x5849ea,0x9855ea,,"TDictionary<System.Bindings.EvalProtocol.ILocation,System.Generics.Collections.TPair<System.TObject,System.string>>.TKeyCollectionxT"
0x584b6c,0x98576c,,"TDictionary<System.Bindings.EvalProtocol.ILocation,System.Generics.Collections.TPair<System.TObject,System.string>>.TValueEnumerator;"
0x584c5a,0x98585a,,"TDictionary<System.Bindings.EvalProtocol.ILocation,System.Generics.Collections.TPair<System.TObject,System.string>>.TValueEnumerator"
0x584de0,0x9859e0,,"TDictionary<System.Bindings.EvalProtocol.ILocation,System.Generics.Collections.TPair<System.TObject,System.string>>.TValueCollection;"
0x584f06,0x985b06,,"TDictionary<System.Bindings.EvalProtocol.ILocation,System.Generics.Collections.TPair<System.TObject,System.string>>.TValueCollection"
0x585088,0x985c88,,"TDictionary<System.Bindings.EvalProtocol.ILocation,System.Generics.Collections.TPair<System.TObject,System.string>>.TPairEnumerator;"
0x585176,0x985d76,,"TDictionary<System.Bindings.EvalProtocol.ILocation,System.Generics.Collections.TPair<System.TObject,System.string>>.TPairEnumerator8\"
0x585454,0x986054,0x985e70,"sTDictionary<System.Bindings.EvalProtocol.ILocation,System.Generics.Collections.TPair<System.TObject,System.string>>&"
0x585a09,0x986609,,"sTDictionary<System.Bindings.EvalProtocol.ILocation,System.Generics.Collections.TPair<System.TObject,System.string>>"
0x58954e,0x98a14e,,System.Bindings.Outputs
0x5895be,0x98a1be,,System.Bindings.Outputs
0x5897c3,0x98a3c3,,System.Bindings.Outputs
0x58abc8,0x98b7c8,,System.Bindings.Outputs
0x58ac29,0x98b829,,System.Bindings.Outputs
0x58ac89,0x98b889,,System.Bindings.Outputs
0x58ace9,0x98b8e9,,System.Bindings.Outputs
0x58ad49,0x98b949,,System.Bindings.Outputs
0x58ada9,0x98b9a9,,System.Bindings.Outputs
0x58ae09,0x98ba09,,System.Bindings.Outputs
0x58ae69,0x98ba69,,System.Bindings.Outputs
0x58aec9,0x98bac9,,System.Bindings.Outputs
0x58af29,0x98bb29,,System.Bindings.Outputs
0x58af89,0x98bb89,0x5697d9,System.Bindings.Outputs
0x58afe9,0x98bbe9,,System.Bindings.Outputs
0x58b049,0x98bc49,,System.Bindings.Outputs
0x58b0a9,0x98bca9,,System.Bindings.Outputs
0x58b109,0x98bd09,,System.Bindings.Outputs
0x58b169,0x98bd69,,System.Bindings.Outputs
0x58b1c9,0x98bdc9,,System.Bindings.Outputs
0x58b229,0x98be29,,System.Bindings.Outputs
0x58b289,0x98be89,,System.Bindings.Outputs
0x58b2e9,0x98bee9,,System.Bindings.Outputs
0x58b349,0x98bf49,,System.Bindings.Outputs
0x58b3a9,0x98bfa9,,System.Bindings.Outputs
0x58b408,0x98c008,,System.Bindings.Outputs
0x58b468,0x98c068,,System.Bindings.Outputs
0x58b4c8,0x98c0c8,,System.Bindings.Outputs
0x58b528,0x98c128,,System.Bindings.Outputs
0x58b588,0x98c188,,System.Bindings.Outputs
0x58b5e8,0x98c1e8,,System.Bindings.Outputs
0x58b648,0x98c248,,System.Bindings.Outputs
0x58b6a8,0x98c2a8,,System.Bindings.Outputs
0x58b708,0x98c308,,System.Bindings.Outputs
0x58c25d,0x98ce5d,,System.Bindings.Outputs
0x59aced,0x99b8ed,,Y.TList`1.Pack[1]$0$Intf<System.Bindings.Outputs.TBindingCallbackFactory.TBindingCallback>
0x59ae52,0x99ba52,0x99b9fc,Y@TList`1.Pack[1]$ActRec<System.Bindings.Outputs.TBindingCallbackFactory.TBindingCallback>
0x59aeb1,0x99bab1,,Y@TList`1.Pack[1]$ActRec<System.Bindings.Outputs.TBindingCallbackFactory.TBindingCallback>4
0x59af41,0x99bb41,,Y.TList`1.Pack[0]$0$Intf<System.Bindings.Outputs.TBindingCallbackFactory.TBindingCallback>
0x59b0bc,0x99bcbc,0x99bc50,Y@TList`1.Pack[0]$ActRec<System.Bindings.Outputs.TBindingCallbackFactory.TBindingCallback>
0x59b11d,0x99bd1d,,Y@TList`1.Pack[0]$ActRec<System.Bindings.Outputs.TBindingCallbackFactory.TBindingCallback>
0x59b1ad,0x99bdad,,=.TList`1.Pack[1]$0$Intf<System.Bindings.Outputs.TConvertPair>
0x59b2f6,0x99bef6,0x99bea0,=@TList`1.Pack[1]$ActRec<System.Bindings.Outputs.TConvertPair>8
0x59b339,0x99bf39,,=@TList`1.Pack[1]$ActRec<System.Bindings.Outputs.TConvertPair>
0x59b3ad,0x99bfad,,=.TList`1.Pack[0]$0$Intf<System.Bindings.Outputs.TConvertPair>
0x59b50c,0x99c10c,0x99c0a0,=@TList`1.Pack[0]$ActRec<System.Bindings.Outputs.TConvertPair>
0x59b551,0x99c151,,=@TList`1.Pack[0]$ActRec<System.Bindings.Outputs.TConvertPair>
0x59b5c5,0x99c1c5,,L.TList`1.Pack[1]$0$Intf<System.Bindings.Outputs.TBindingOutput.TLocationRec>
0x59b71e,0x99c31e,0x99c2c8,L@TList`1.Pack[1]$ActRec<System.Bindings.Outputs.TBindingOutput.TLocationRec>
0x59b771,0x99c371,,L@TList`1.Pack[1]$ActRec<System.Bindings.Outputs.TBindingOutput.TLocationRec>
0x59b7f1,0x99c3f1,,L.TList`1.Pack[0]$0$Intf<System.Bindings.Outputs.TBindingOutput.TLocationRec>
0x59b960,0x99c560,0x99c4f4,L@TList`1.Pack[0]$ActRec<System.Bindings.Outputs.TBindingOutput.TLocationRec>
0x59b9b5,0x99c5b5,,"L@TList`1.Pack[0]$ActRec<System.Bindings.Outputs.TBindingOutput.TLocationRec>,"
0x59bf0c,0x99cb0c,,System.Bindings.Expression
0x59bffd,0x99cbfd,,System.Bindings.Expression
0x59c423,0x99d023,,System.Bindings.Expression
0x59cda8,0x99d9a8,,System.Bindings.Manager
0x59ce71,0x99da71,,/TArray<System.Bindings.Manager.TBindingManager>
0x59cf2e,0x99db2e,0x99dae0,4TEnumerator<System.Bindings.Manager.TBindingManager>(
0x59cf91,0x99db91,,4TEnumerator<System.Bindings.Manager.TBindingManager>
0x59d09e,0x99dc9e,0x99dc40,4TEnumerable<System.Bindings.Manager.TBindingManager>'
0x59d161,0x99dd61,,4TEnumerable<System.Bindings.Manager.TBindingManager>x
0x59d1c9,0x99ddc9,,7TList<System.Bindings.Manager.TBindingManager>.arrayofT
0x59d239,0x99de39,,2IComparer<System.Bindings.Manager.TBindingManager>
0x59d2a5,0x99dea5,,?TCollectionNotifyEvent<System.Bindings.Manager.TBindingManager>
0x59d375,0x99df75,,8TList<System.Bindings.Manager.TBindingManager>.ParrayofT
0x59d3b9,0x99dfb9,,4IEnumerable<System.Bindings.Manager.TBindingManager>
0x59d415,0x99e015,,9TList<System.Bindings.Manager.TBindingManager>.TEmptyFunc
0x59d529,0x99e129,0x99e0a8,:TList<System.Bindings.Manager.TBindingManager>.TEnumerator5
0x59d5c9,0x99e1c9,,:TList<System.Bindings.Manager.TBindingManager>.TEnumerator
0x59d915,0x99e515,0x99e27c,.TList<System.Bindings.Manager.TBindingManager>&
0x59e495,0x99f095,,.TList<System.Bindings.Manager.TBindingManager>
0x59e6d2,0x99f2d2,0x99f23c,:TObjectList<System.Bindings.Expression.TBindingExpression>&
0x59e83d,0x99f43d,,:TObjectList<System.Bindings.Expression.TBindingExpression>t
0x59fbf1,0x9a07f1,,@.TList`1.Pack[1]$0$Intf<System.Bindings.Manager.TBindingManager>
0x59fd3e,0x9a093e,0x9a08e8,@@TList`1.Pack[1]$ActRec<System.Bindings.Manager.TBindingManager>
0x59fd85,0x9a0985,,@@TList`1.Pack[1]$ActRec<System.Bindings.Manager.TBindingManager> 
0x59fdf9,0x9a09f9,,@.TList`1.Pack[0]$0$Intf<System.Bindings.Manager.TBindingManager>
0x59ff5c,0x9a0b5c,0x9a0af0,@@TList`1.Pack[0]$ActRec<System.Bindings.Manager.TBindingManager>
0x59ffa5,0x9a0ba5,,@@TList`1.Pack[0]$ActRec<System.Bindings.Manager.TBindingManager>(
0x5a00b3,0x9a0cb3,,!System.Bindings.NotifierContracts
0x5a011a,0x9a0d1a,,bnrtInternal!System.Bindings.NotifierContracts
0x5a017a,0x9a0d7a,,u!System.Bindings.NotifierContracts
0x5a01cf,0x9a0dcf,,!System.Bindings.NotifierContracts
0x5a0299,0x9a0e99,,System.Bindings.Helper
0x5a0539,0x9a1139,,System.Bindings.Helper
0x5a0c5a,0x9a185a,,System.Bindings.Helper
0x5a0c7d,0x9a187d,,"`TArray<System.Generics.Collections.TPair<System.string,System.Bindings.EvalProtocol.IInvokable>>"
0x5a9f9e,0x9aab9e,,Quest1L
0x5aafeb,0x9abbeb,,Quest1
0x5c4064,0x9c4c64,0x9c2712;0x9c2752;0x9c338d;0x9c33cd,images.ppk
0x5ca988,0x9cb588,0x9cb39f,Quest Editor v2.0c Public - 
0x5ce338,0x9cef38,0x9ce884;0x9ce8be,images.ppk
0x5cee48,0x9cfa48,0x9cf524,images.ppk
0x5d9390,0x9d9f90,0x9d6482;0x9d69b7;0x9d6fef;0x9d71cb;0x9d778f;0x9d7abe;0x9d7b22;0x9d8c6c;0x9d936a;0x9d93bd,config.ppk
0x5d9434,0x9da034,0x9d7005,fogentry.dat
0x5d94a0,0x9da0a0,0x9d71e1,asm.txt
0x5d9570,0x9da170,0x9d77a5,shiftjis.dat
0x5d95b4,0x9da1b4,0x9d7ad4,itemsname.ini
0x5d95f4,0x9da1f4,0x9d7b38,npcname.ini
0x5e80c8,0x9e8cc8,0x9e7972,"dat"" c:\tmp2.datb"
0x5e80f4,0x9e8cf4,0x9e79c1,""" c:\tmp2.binb"
0x5e8174,0x9e8d74,0x9e801f,c:\tmp2.bin
0x5e8533,0x9e9133,,quest3.dat
0x5e854b,0x9e914b,,quest3.bin
0x5e9610,0x9ea210,0x9e92d8,Homebrew Quest
0x5e9e16,0x9eaa16,,pikachu's are gay since there is no femal version of them!
0x5f2abc,0x9f36bc,0x9f359d,config.ppk
0x5f3934,0x9f4534,0x9f4415,config.ppk
0x6001cf,0xa00dcf,,System.DateUtils
0x600f9c,0xa01b9c,,System.Bindings.EvalProtocol
0x600fb9,0xa01bb9,,System.Bindings.Consts
0x600fd0,0xa01bd0,,System.Bindings.Expression!System.Bindings.NotifierContracts
0x60100d,0xa01c0d,,System.Bindings.Manager
0x601025,0xa01c25,,System.Bindings.Factories
0x60103f,0xa01c3f,,System.Bindings.ManagerDefaults
0x60105f,0xa01c5f,,System.Bindings.Graph
0x601075,0xa01c75,,System.Bindings.Search
0x60108c,0xa01c8c,,"System.Bindings.Outputs""System.Bindings.ExpressionDefaults"
0x6010c7,0xa01cc7,,System.Bindings.ObjEval
0x6010df,0xa01cdf,,System.Bindings.CustomWrapper
0x6010fd,0xa01cfd,,System.Bindings.CustomScope
0x601119,0xa01d19,,System.Bindings.EvalSys
0x601131,0xa01d31,,System.Bindings.Evaluator
0x60114b,0xa01d4b,,System.Bindings.Helper System.Bindings.NotifierDefaults
0x601454,0xa02054,,Datasnap.DataBkr
0x60da64,0xa10064,,incompatible version
0x610d0c,0xa1330c,0x6bb3bb;0x6bb3e3;0x6bb42c,"<?xml version=""1.0"" standalone=""yes""?>"
0x610d33,0xa13333,0x6bb3ac;0x6bb3d2;0x6bb41d,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?>"
0x611509,0xa13b09,0x6989a3,\VersionIndependentProgID
0x611542,0xa13b42,0x698a17,\VersionIndependentProgID
0x611e79,0xa14479,0x6c449f,Version
0x6138e0,0xa15ee0,,D:\Program Files\Borland\Delphi6\Projects\pso server\quest editor\m
0x613df4,0xa163f4,,D:\Program Files\Borland\Delphi6\Projects\pso server\quest editor\m
0x6158c7,0xa17ec7,,this version of PCRE is compiled without UTF support
0x615e6a,0xa1846a,,this version of PCRE is not compiled with Unicode property support
0x63133e,0x1f83493e,,version.dll
0x63134c,0x1f83494c,,GetFileVersionInfoSizeW
0x631378,0x1f834978,,GetFileVersionInfoW
0x631da4,0x1f8353a4,,GetVersion
0x632050,0x1f835650,,GetVersionExW
0x632074,0x1f835674,,VerifyVersionInfoW
0x632480,0x1f835a80,,WSACancelAsyncRequest
0x6338ee,0x1f837aee,,ImmSetConversionStatus
0x633908,0x1f837b08,,ImmGetConversionStatus
0x633c3c,0x1f83803c,,Qedit.exe
0x633e18,0x1f83a018,,Embarcadero Delphi for Win32 compiler version 36.0 (29.0.51961.7529)
0xab6616,0x1fcbda16,,Qedit
0xab687e,0x1fcbdc7e,,&System.DateUtils
0xab78a0,0x1fcbeca0,,pSystem.Bindings.EvalProtocol
0xab78bf,0x1fcbecbf,,(System.Bindings.Consts
0xab78d9,0x1fcbecd9,,System.Bindings.Expression
0xab78f6,0x1fcbecf6,,System.Bindings.NotifierContracts
0xab791a,0x1fcbed1a,,System.Bindings.Manager
0xab7934,0x1fcbed34,,System.Bindings.Factories
0xab794f,0x1fcbed4f,,|System.Bindings.ManagerDefaults
0xab7971,0x1fcbed71,,|System.Bindings.Graph
0xab798a,0x1fcbed8a,,System.Bindings.Search
0xab79a2,0x1fcbeda2,,DSystem.Bindings.Outputs
0xab79bc,0x1fcbedbc,,~System.Bindings.ExpressionDefaults
0xab79e2,0x1fcbede2,,System.Bindings.ObjEval
0xab79fc,0x1fcbedfc,,System.Bindings.CustomWrapper
0xab7a1c,0x1fcbee1c,,System.Bindings.CustomScope
0xab7a39,0x1fcbee39,,{System.Bindings.EvalSys
0xab7a54,0x1fcbee54,,System.Bindings.Evaluator
0xab7a70,0x1fcbee70,,System.Bindings.Helper
0xab7a88,0x1fcbee88,,",System.Bindings.NotifierDefaults"
0xab7dee,0x1fcbf1ee,,Datasnap.DataBkr
0xabbdf0,0x1fcc31f0,,Pso quest Asm|*.pasm
0xabbe47,0x1fcc3247,,Pso quest Asm|*.pasm
0xabc4d1,0x1fcc38d1,,Quest Editor v2.0c Public
0xabe22d,0x1fcc562d,,Quest1
0xabe23d,0x1fcc563d,,Quest
0xabf056,0x1fcc6456,,Quest Files Manager
0xabf185,0x1fcc6585,,Items list (BB quest only)
0xabfa2c,0x1fcc6e2c,,sRaw Quest|*.bin|Compressed Quest|*.bin|Server Quest File|*.qst|BB Server Quest File|*.qst|Download Quest File|*.qst
0xabfafb,0x1fcc6efb,,*.bin
0xabfb09,0x1fcc6f09,,Bin file|*.bin
0xabfb47,0x1fcc6f47,,?DC format|*.qst|PC Format|*.qst|GC Format|*.qst|BB Format|*.qst
0xac9a8d,0x1fcd0e8d,,Quest files manager
0xac9e15,0x1fcd1215,,Save to quest
0xacb52a,0x1fcd292a,,PSO Quest Editor by Schthack
0xacb7b8,0x1fcd2bb8,,Quest file format:
0xacc407,0x1fcd3807,,Quest title
0xacf656,0x1fcd6a56,,Version : 
0xad1db6,0x1fcd91b6,,Picture.Data
0xaddf78,0x1fce5378,,Keep QEdit up to date to 
0xade1af,0x1fce55af,,qedit.schtserv.com
0xade297,0x1fce5697,,Quest Information
0xadf7ee,0x1fce6bee,,Glyph.Data
0xae088b,0x1fce7c8b,,Glyph.Data
0xae19fe,0x1fce8dfe,,Glyph.Data
0xae2a9b,0x1fce9e9b,,Glyph.Data
0xcf83ee,0x1feff7ee,,selecting the target version
0xcfb343,0x1ff02743,,Pso quest Asm|*.pasm
0xcfb48f,0x1ff0288f,,Editenemyphysicaldata1
0xcfb4eb,0x1ff028eb,,EditEnemyresistancedata1
0xcfb54d,0x1ff0294d,,EditEnemyattackdata1
0xcfb5a7,0x1ff029a7,,EditEnemymovementdata1
0xcfbb3f,0x1ff02f3f,,Pso quest Asm|*.pasm
0xcfbbab,0x1ff02fab,,PSO Images|*.xvr;*.gvr;*.prs
0xd057e2,0x1ff0cbe2,,Quest Number : 
0xd0800c,0x1ff0f40c,,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?>"
0xd08045,0x1ff0f445,,"<assembly xmlns=""urn:schemas-microsoft-com:asm.v1"" manifestVersion=""1.0"" xmlns:asmv3=""urn:schemas-microsoft-com:asm.v3"">"
0xd0827a,0x1ff0f67a,,"        version=""6.0.0.0"""
0xd08367,0x1ff0f767,,      <requestedPrivileges>
0xd08383,0x1ff0f783,,        <requestedExecutionLevel
0xd083e6,0x1ff0f7e6,,      </requestedPrivileges>
